analysis,"of the user’s needs and problems, consultancy on the best solution and",,,
production,of software to realize this solution,to,order soft,ware
72292,"Development, production, supply and documentation of made",,,
based,on orders from specific users,,,
72293,Writing of programmes of any kind following directives of the users,page designing,,
72294,Web,,,
72295,Software maintenance,,,
723,7230  72300 Data processing. [This includes the processing or tabulation of all types of data.,"share basis, and (ii)",,
Provision,of such services on (i) an hourly or time ,,,
management,or operation of data processing facilities of others on a time sharing,,,
basis;,on a fee or contract basis].,,,
724,7240  72400 Database activities and distribution of electronic content [This includes data base,,,
"development,",data storage and data base availability. The provision of data in a,,,
certain,"order/sequence, accessible to everybody or to limited users and can be",,,
sorted,on demand.(computerised documentation activities provided by libraries,,,
and,archives are classified in class 9231)].,,,
725,"7250  Maintenance and repair of office, accounting and computing machinery",,,
72501,Repair & maintenance of computers and computer based systems,,,
72502,"Repair of office, computing and accounting machinery (including repair of Xerox",,,
machine,and duplicating machine) other than computers and computer based,,,
#VALUE!,#VALUE!,,,
729,7290  Other computer related activities [for example maintenance of websites of other,,,
firms/,creation of multimedia presentations for other firms etc.],,,
72901,Activities of cyber cafe,,,
72909,"Other computer related activities, n.e.c.",,,
731,7310  73100 Research and experimental development on natural sciences and engineering,,,
(NSE).,[This class includes systematic creative work in the fields of research and,,,
development,"in natural sciences, medical sciences, agriculture and engineering &",,,
#VALUE!,#VALUE!,,,
732,7320  73200 Research and experimental development on social sciences and humanities (SSH).,,,
[This,class includes systematic creative work in the fields of research and,,,
development,in social sciences and humanities.(Market research is classified in,,,
class,7413)].,keeping and auditing activities; tax consultancy; market,,
741 ,"Legal, accounting, book",,,
research,and public opinion polling; business and management consultancy,,,
7411 ,"74110 Legal activities.[Legal services such as those rendered by advocates, barristers,",,,
"solicitors,","pleaders, mukhtiars, etc. (Law court activities are classified in class",,,
#VALUE!,#VALUE!,keeping and auditing activities; tax consultancy. [Data,,
7412 ,"74120 Accounting, book",,,
processing,and tabulation are classified in class 7230; activities involving,,,
management,consultancy by units that do not provide accounting or auditing,,,
services,"e.g. design of accounting systems, cost accounting programmes,",,,
budgetary,control procedures etc. are in class 7414 and bill collection in class,,,
#VALUE!,#VALUE!,,,
7413 ,74130 Market research and public opinion polling.[This class includes investigation on,,,
market,"potential, acceptance and familiarity of products and buying habits of",,,
consumers,for the purpose of sales promotion and development of new products,,,
and,"investigation on collective opinions of the public about political, economic",,,
and,social issues.],,,
7414 ,74140 Business and management consultancy activities.[This class includes the,,,
provision,"of advice, guidance or operational assistance to businesses. These",,,
activities,"involve public relations other than by paid advertisements, welfare and",,,
charity,"affairs, politics, lobbying. Activities in connection with project",,,
"management,","planning, organisation, management information etc. Arbitration",,,
and,conciliation between management and labour. Also included are the activities,,,
of,management holding companies.(Computer activities are classified in division,"keeping, auditing and tax",,
"72,","Legal advice in class 7411, Accounting, book",,,
consultancy,"in class 7412, Market research and public opinion polling in class",,,
"7413,",Technical advisory activities in class 7421 and Advertising in class 7430)].,,,
742 ,"Architectural, engineering and other technical activities.",,,
7421 ,74210 Architectural and engineering activities and related technical consultancy[Test,,,
drilling,in connection with petroleum and gas extraction is classified in class,,,
"1120,","Research and development activities in division 73, Technical testing in",,,
class,7499 and Interior decorating in class 7499].,,,
7422 ,74220 Technical testing and analysis.[Testing and analysis of medical and dental,,,
specimen,are classified in class 8519].,,,
743,"7430  74300 Advertising.[Printing of advertising material is classified in class 2221, Market",,,
research,"in class 7413, Public relations activities in class 7414, Direct mailing",,,
activities,"in class 7499, Production of commercial messages for radio, television",,,
and,film are classified in the appropriate class of group 921].,,,
749 ,Business activities n.e.c.,,,
7491 ,74910 Labour recruitment and provision of personnel. [Activities of farm labour,,,
contractors,are classified in class 0140; agency activities in class 7499; motion,,,
picture,and other theatrical casting activities in class 9249].,,,
7492 ,74920 Investigation and security activities,cleaning and industrial cleaning activities,,
7493 ,74930 Building,,,
7494 ,"74940 Photographic activities. [Includes microfilming, processing motion picture film",,,
related,to the motion picture and television industries is classified in class 9211].,,,
7495 ,74950 Packaging activities. [Packing activities incidental to transport are classified in,,,
class,6309].,,,
7499 ,Other business activities n.e.c.[This class includes service activities generally,,,
delivered,to commercial clients],,,
74991,Auctioning activities of self employed auctioneers.,,,
74992,"Business brokerage activities, i.e. arranging for the purchase and sale of small and",businesses. Also included are appraisal activities other than for real,,
medium,sized,,,
estate,and insurance,"printing, Xeroxing, copying of documents, ammonia printing and",,
74993,"Photostat, blue",,,
cyclostyling,services,,,
74994,"Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and",,,
other,fashion goods.,,,
74995,Services rendered by liaison offices,,,
74996,Interior decoration,,,
74997,"Secretarial activities such as telephone answering, stenographic, duplicating &",,,
mailing,etc.,,,
74999,Other business activities n.e.c.,,,
751 ,Administration of the State and the economic and social policy of the community,,,
7511 ,General (overall) public service activities.[Includes activities related to executive,,,
and,"legislative administration by departments of the Union, State or local",,,
#VALUE!,#VALUE!,,,
75111,General public service activities of the Union Government,,,
75112,General public service activities of the State Governments,,,
75113,General public service activities of the local government bodies,,,
7512 ,"Regulation of the activities of agencies that provide healthcare, education, cultural",,,
services,"and other social services, excluding social security.",,,
75121,"Regulatory agencies of the Union government for health, education, cultural and",,,
other,"social services, excluding social security.",,,
75122,"Regulatory agencies of the State governments for health, education, cultural and",,,
other,"social services, excluding social security.",,,
75123,"Regulatory agencies of the local government bodies for health, education,",,,
cultural,"and other social services, excluding social security",,,
 75131,Regulatory agencies of the Union government for more efficient operation of,,,
#VALUE!,#VALUE!,,,
75132,Regulatory agencies of the State government for more efficient operation of,,,
#VALUE!,#VALUE!,,,
75133,Regulatory agencies of the local government bodies for more efficient operation,,,
of,business.,,,
7514 ,Ancillary service activities for the Government as a whole .[Includes,,,
administration,and operation of general personnel service including,,,
implementation,of selection procedures ; adminis tration of civil service,,,
regulations;,centralised supply and purchase services; maintenance and storage,,,
of,government records and archives; operation/maintenance of government,,,
owned,or occupied buildings and other general services not connected with a,,,
specific,function.],,,
75141,Ancillary service activities of the Union government agencies/bodies,,,
75142,Ancillary service activities of the State governments agencies/bodies,,,
75143,Ancillary service activities of the Local government agencies/bodies,government bodies,,
75144,Activities of the quasi,,,
752 ,Provision of services to the community as a whole,,,
7521 ,"75210 Foreign affairs [including administration, operation and support for information",,,
and,cultural services intended for distribution beyond national boundaries and,,,
management,of economic aid supply to other countries].,,,
7522 ,75220 Defence activities [Educational activities of military schools etc. are classified in,,,
the,"relevant class of division 80 (education). Similarly, activities of military",,,
hospitals,are classified in class 8511(hospital activities)],,,
7523 ,Public order and safety activities [Includes police and fire protection;,,,
administration,and operation of law courts and prison administration and,,,
#VALUE!,#VALUE!,,,
75231,Public order and safety activities of the Union government.,,,
75232,Public order and safety activities of the State governments,,,
753,7530  Compulsory social security activities. [Includes funding and administration of,,,
government,"provided social security programmes, e.g. old age pension schemes,",,,
unemployment,insurance schemes etc. ],,,
75301,Compulsory social security activities of the Union Government,,,
75302,Compulsory social security activities of the State Governments,primary & upper,primary education,
 80101,"Primary education, including pre",,,
80102,Literacy programmes for children who have no opportunity to attend school.,primary,,
80103,Adult education primary level including upper,,,
802 ,Secondary/Senior Secondary education,type,,
8021 ,General Secondary/Senior Secondary education [ including special school,,,
education,for handicapped students ],,,
80211,"General Secondary/Senior Secondary education, generally designed to qualify",,,
students,either for vocational and technical education or for university entrance,requisite,,
without,any special subject pre,type education for handicapped,,
80212,General Secondary/Senior Secondary school,,,
#VALUE!,#VALUE!,,,
80213,"Adult education, Secondary/Senior Secondary level",,,
8022 ,Technical and vocational Secondary/Senior Secondary education[includes all type,,,
of,technical and vocational education. The programmes emphasis a subject matter,,,
specialisation,and instruction of both theoretical background and practical skills.,,,
Similar,sporting activities are including under class 9241.],,,
80221,Technical and vocational Secondary/Senior Secondary education below the level,,,
of,university,,,
80222,Technical and vocational school type education for handicapped students,,,
80223,"Adult education, Secondary/Senior Secondary level, technical and vocational",secondary/senior secondary sub,degree level,
803,8030  Higher education [Includes post,,,
education,that leads to university degree or equivalent.],,,
80301,"General higher education in science, commerce and humanity.",,,
80302,Higher education in engineering / other technical courses.,technology and related courses.,,
80303,Higher education in medical/bio,,,
80304,"Higher education in professional/ vocational courses like hotel management,",,,
fashion,"design, secretarial procedures, teacher’s training, law etc.",,,
80305,Higher education in management courses,,,
80306,Higher education in information technology courses,,,
80309,Higher education n.e.c. viz. oriental studies etc.,,,
809,8090  Other education,,,
80901,"Education by correspondence, through radio and television broadcasting and other",,,
distance,learning media,,,
80902,Coaching centres,,,
80903,Activities of the individuals providing tuition,,,
80904,Activities relating to training/ education/ conduct of specialised course in,,,
computer,knowledge,,,
 8512,Medical and dental practice activities. [Includes consultation and treatment,,,
activities,of general physicians and medical specialists including dentists],,,
85121,Medical practice activities,,,
85122,Dental practice activities,,,
8519,Other human health activities [Includes all activities for human health other than,,,
by,hospitals and medical doctors and dentists],,,
85191,Activities of Ayurveda practitioners,,,
85192,Activities of Unani practitioners,,,
85193,Activities of homeopaths,medical practitioners,,
85194,"Activities of nurses, physiotherapists or other para",,,
85195,Activities of independent diagnostic/pathological laboratories,,,
85196,Activities of independent blood banks,,,
85197,Medical Transcription activities,,,
85199,Other human health activities n.e.c. (including independent ambulance activities),pathological and other diagnostic,,
852 ,8520 85200 Veterinary activities [including clinico,,,
activities,pertaining to animals and birds].,,,
853 ,Social work activities,,,
8531,85310 Social work activities with accommodation. [Includes the activities of,,,
"orphanages,","children boarding homes and hostels, residential nurseries, juvenile",,,
correction,"homes, homes for the aged, homes for physically or mentally",,,
handicapped,etc. ],,,
8532,"85320 Social work activities without accommodation. [Includes a variety of social,",,,
"counselling,","welfare, refugee, referral and similar services to individuals and",,,
families,in their homes or elsewhere. They may be carried out by government,care centres,,
offices,or by private charitable organisations. Examples include day,,,
for,"children (creches), day care activities for the handicapped; welfare and",,,
guidance,activities for the children etc].,,,
900,"9000  Sewage and refuse disposal, sanitation and similar activities",,,
90001,"Garbage collection, transportation and disposal",,,
90002,"Removal of human wastes and their treatment and disposal, including",,,
maintenance,of sewers and drains,,,
90009,Other sanitation activities n.e.c. such as outdoor sweeping and watering of streets,,,
#VALUE!,#VALUE!,,,
911 ,"Activities of business, employers and professional organisations",,,
9111 ,91110 Activities of business and employers organisations [Includes activities of industry,,,
"associations,",chambers of commerce and similar federations ],,,
9112 ,91120 Activities of professional organisations [This class includes the activities of,,,
associations,"of writers, painters, lawyers, doctors, journalists and other similar",,,
#VALUE!,#VALUE!,,,
912,9120  91200 Activities of trade unions [Includes activities of associations whose members are,,,
mainly,"employees, including government employees, interested chiefly in the",,,
representation,of their views concerning their work situation.],,,
919 ,Activities of other membership organisations,,,
9191 ,91910 Activities of religious organisations [Includes the activities of religious,,,
organisations,or individuals who provide services directly to worshippers],,,
9192 ,91920 Activities of political organisations,,,
9199 ,"91990 Activities of other membership organizations n.e.c. [Includes rotary clubs, student",,,
"associations,","war veterans’ associations, book clubs, philatelic clubs, associations",,,
of,"minority groups, and the activities of other similar associations /",,,
organisations,not elsewhere classified],,,
921 ,"Motion picture, radio, television and other entertainment activities",,,
9211 ,Motion picture and video production and distribution [including documentaries,,,
and,animated films or cartoons (Also includes distribution of motion pictures and,,,
video,tapes to other industries) ],,,
92111,Motion picture production,,,
92112,Motion picture distribution and activities allied to film distribution [excluding film,,,
duplicating,which is included in group 223],,,
92113,Video production and distribution,,,
92114,"Auxiliary activities of motion picture and video production , on a fee or contract",,,
"basis,","such as film editing, cutting and dubbing etc.",,,
92115,Sound recording studios,,,
9212 ,92120 Motion picture projection,,,
9213 ,Radio and television activities [Includes production of radio and television,,,
"programmes,",whether live or on tape and whether or not combined with,,,
#VALUE!,#VALUE!,,,
92131,Radio activities,,,
92132,Television activities,,,
9214 ,"Dramatic arts, music and other arts activities [Includes the production, for the",,,
general,"public, of live theatrical presentations, concerts or dance programmes;",,,
light,and sound shows; magician’s shows and art and craft exhibitions etc. Also,,,
included,"are the related activities such as operation of light and sound equipment,",,,
ticket,"agencies, concert and theatre halls and the design of scenery and lighting.",,,
Also,"includes activities of sculptures, authors etc.]",,,
92141,Stage production and related activities,,,
92142,"Activities of the individual artists excluding authors such as sculptors, painters,",,,
"singers,",dancers etc.,,,
92143,Literary activities.,,,
92149,"Dramatic arts, music and other art activities n.e.c.",,,
9219 ,"Other entertainment activities n.e.c. [Includes activities of ball rooms, video",,,
"parlours,","discotheques, amusement parks and similar attractions; circus; puppet",,,
shows,and production of other kinds of entertainment not elsewhere classified.],,,
92191,Operation of circuses and race tracks,,,
92199,"Video parlours , amusement centres, and other entertainment activities n.e.c.",,,
922,9220  92200 News agency activities,,,
923 ,"Library, archives, museums and other cultural activities",,,
9231 ,Library and archives activities,,,
92311,Libraries and information centres and archives,,,
92312,Audio/video cassette and CD Rom libraries,,,
9232 ,Museums’ activities and preservation of historical sites and buildings,,,
92321,Museum activities [includes the operation of museums of all kinds such as art,,,
"museums,","museums of jewellery, furniture, costumes, ceramic, silverware etc.,",,,
natural,"history and science museums, technological museums, historical",,,
"museums,",military museums and historic houses and all kinds of other specialised,,,
#VALUE!,#VALUE!,,,
92322,Preservation of historical sites and buildings,,,
9233 ,92330 Botanical and zoological gardens and nature reserves activities.,,,
924 ,Sporting and other recreational activities,,,
9241 ,Sporting activities,,,
92411,"Operation and maintenance of sports facilities such as stadia, gymnasia, sports",,,
clubs,and fitness centres,,,
92412,"Activities of sports and game schools, including specialised sports training",,,
#VALUE!,#VALUE!,,,
92413,Activities relating to organisation and operation of indoor / outdoor sports and,,,
promotion,and production of sporting events,,,
92419,Other sporting activities n.e.c.,,,
9249 ,92490 Other recreational activities [Includes fairs and shows of a recreational nature;,,,
management,and operation of lotteries (bulk and retail sale of lottery tickets are,,,
included,under wholesale and retail sale respectively) ; gambling and betting,,,
activities;,activities of casinos; booking agency activities in connection with,,,
theatrical,"productions or other entertainment attractions, recreational fishing and",,,
other,recreational activities n.e.c.],,,
930 ,Other service activities,) cleaning of textile and fur products [including laundry,,
9301 ,93010 Washing and (dry,,,
collection,and delivery; repair and minor alteration of garments when done in,,,
connection,with cleaning and carpet and rug shampooing and drapery and curtain,,,
cleaning,in clients’ premises.],,,
9302 ,"93020 Hair dressing and other beauty treatment [including facial massage, manicure and",up].,,
pedicure,and make,,,
9303 ,93030 Funeral and related activities [such as operation and maintenance of,,,
cremation/burial,grounds and maintenance of graves and mausoleums],,,
9309 ,"Other service activities n.e.c. [Includes sauna and steam baths, reducing and",,,
slandering,"salons, massage salons, rest rooms etc. Also included are astrological",,,
and,spiritualists’ activities; activities of the marriage bureaus; pet boarding; shoe,,,
shiners;,"porters, valet car parkers, coin operated photo machines etc. (Note:",,,
Custom,tailoring is included under class 1810: manufacture of wearing apparel)],,,
93091,Social activities such as marriage bureaus,,,
93092,"Pet care services such as boarding, grooming and training pets etc.",,,
93093,"Shoe shiners, porters, valet car parkers etc.","operated personal service machines such as photo booths, weighing",,
93094,Coin,,,
"machines,",blood pressure checking machines etc.,,,
93095,"Activities of sauna and steam baths, massage salons etc.",,,
93096,Astrological and spiritualists’ activities,,,
93097,"Activities of aaya, dhai, governess, baby sitter etc.",,,
93098,"General household maintenance activities like grooming of the floor, dusting,",,,
cleaning,of utensils etc.,,,
#VALUE!,#VALUE!,,,
